AtcoCode,Bearing,CreationDateTime,GrandParentLocalityName,Notes,NptgLocalityCode
1800SG10561,SE,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028779
1800NC41921,SW,2010-04-23T00:00:00,,INDICATOR AMENDED,E0029221
1800ZZMAHEA2,,2004-09-14T00:00:00,,,N0075005
1800ZZMAHEA1,,2004-09-14T00:00:00,,,N0075005
1800NCR1281,,2005-05-24T00:00:00,,,N0075005
1800NCE2251,,2004-09-14T00:00:00,,,N0075005
1800NCE2241,,2004-09-14T00:00:00,,,N0075005
1800NB07651,N,2010-11-17T00:00:00,,NAME AMENDED,E0028798
1800NB41001,W,2011-01-06T00:00:00,,INDICATOR AMENDED,E0028798
1800NB07661,S,2010-11-17T00:00:00,,NAME & INDICATOR AMENDED,E0028798
1800NB43011,E,2011-01-11T00:00:00,,NAME/INDICATOR AMENDED,E0028798
1800NBH1031,N,2011-01-11T00:00:00,,,E0028798
1800NBH0042,S,2007-11-01T00:00:00,,,E0028798
1800NBH0041,S,2011-01-11T00:00:00,,DIRECTION AMENDED,E0028798
1800NC42271,W,2007-11-01T00:00:00,,,N0075005
1800NC41881,S,2007-11-01T00:00:00,,,N0075005
1800NC41741,N,2007-11-01T00:00:00,,,N0075005
1800NC42281,E,2007-11-01T00:00:00,,,N0075005
1800NCH4541,SW,2007-11-01T00:00:00,,,E0028588
1800NCH4542,NE,2007-11-01T00:00:00,,,E0028588
1800SG41911,S,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028780
1800SG39931,N,2014-02-17T00:00:00,,INDICATOR AMENDED,E0028780
1800SGH0311,N,2007-11-01T00:00:00,,,E0028780
1800SGH0321,W,2007-11-01T00:00:00,,,E0028780
1800SGH0322,E,2007-11-01T00:00:00,,,E0028780
1800EH48211,W,2007-11-01T00:00:00,,,N0074964
1800NC41661,S,2008-06-03T00:00:00,,INDICATOR AMENDED,E0029221
1800EH05701,SW,2010-10-19T00:00:00,,INDICATOR AMENDED,E0029338
1800EH14471,NE,2010-10-21T00:00:00,,NAME/INDICATOR AMENDED,E0029338
1800NEH1791,W,2007-11-01T00:00:00,,,E0029314
1800NEH1792,E,2007-11-01T00:00:00,,,E0029314
1800NEH1781,E,2007-11-01T00:00:00,,,E0029314
1800NEH1782,W,2007-11-01T00:00:00,,,E0029314
1800NEH1801,N,2007-11-01T00:00:00,,,E0029314
1800NEH1802,NW,2007-11-01T00:00:00,,,E0029314
1800NEH1822,S,2007-11-01T00:00:00,,,N0075130
1800NEH1821,N,2007-11-01T00:00:00,,,N0075130
1800NEH1811,S,2007-11-01T00:00:00,,,E0029314
1800NEH1812,NW,2007-11-01T00:00:00,,,E0029314
1800NE19731,NE,2007-11-01T00:00:00,,,E0029464
1800NE19741,SW,2011-03-01T00:00:00,,INDICATOR AMENDED,E0029464
1800NF31481,SE,2011-03-11T00:00:00,,name amended,E0028886
1800WKH0912,S,2007-11-01T00:00:00,,,E0028911
1800WKH0911,N,2007-11-01T00:00:00,,,E0028911
1800NF01371,S,2015-08-26T00:00:00,,STOP LOCATION AMENDED,E0028695
1800NF01381,N,2015-08-26T00:00:00,,STOP LOCATION AMENDED,E0028695
1800WF39731,SE,2015-03-05T00:00:00,Salford,NAME AMENDED,E0028326
1800WF39741,NW,2015-03-05T00:00:00,Salford,NAME AMENDED,E0028326
1800ED16391,W,2008-03-26T00:00:00,,INDICATOR AMENDED,N0075138
1800SJ47701,W,2015-02-13T00:00:00,,INDICATOR AMENDED,N0075139
1800SJ47681,E,2015-02-13T00:00:00,,INDICATOR AMENDED,N0075139
1800WKH0021,W,2007-11-01T00:00:00,,,E0029150
1800EB33641,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028743
1800SG13031,S,2014-02-14T00:00:00,,INDICATOR AMENDED,E0028783
1800SG09321,N,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029163
1800SG08331,S,2014-02-17T00:00:00,,INDICATOR AMENDED,E0029163
1800EB02741,N,2010-03-25T00:00:00,Manchester,INDICATOR AMENDED,E0029286
1800EB02751,N,2007-11-01T00:00:00,Manchester,,E0029286
1800SG09881,N,2014-02-21T00:00:00,,INDICATOR AMENDED,N0074909
1800SJH0901,E,2007-11-01T00:00:00,,,E0028403
1800SJH0902,W,2007-11-01T00:00:00,,,E0028403
1800SJ30491,W,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029170
1800SJ30481,E,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029170
1800ED04671,NE,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028385
1800SG08411,NW,2014-02-17T00:00:00,,INDICATOR AMENDED,N0075203
1800ED04661,SW,2007-11-01T00:00:00,,,E0028385
1800SJ30471,E,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029170
1800SG02091,SE,2014-02-17T00:00:00,,INDICATOR AMENDED,N0075203
1800SJ30461,W,2014-10-13T00:00:00,,INDICATOR AMENDED,E0029170
1800ED15581,S,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028268
1800EBH0661,N,2007-11-01T00:00:00,,,E0029125
1800EBH0662,N,2005-05-24T00:00:00,,,E0029125
1800SJH1932,S,2007-11-01T00:00:00,,,E0029481
1800SJH1931,N,2007-11-01T00:00:00,,,E0029481
1800SGH0811,SW,2007-11-01T00:00:00,,,E0028605
1800WK00791,NW,2013-05-21T00:00:00,Wigan,INDICATOR AMENDED,N0074931
1800SG46151,NW,2014-02-18T00:00:00,,INDICATOR AMENDED,E0028698
1800WK00781,SE,2013-05-21T00:00:00,Wigan,INDICATOR AMENDED,N0074931
1800NFH0342,W,2007-11-01T00:00:00,Salford,,E0028378
1800NFH0341,E,2007-11-01T00:00:00,Salford,,E0028378
1800NFH0351,NW,2007-11-01T00:00:00,Salford,,E0028378
1800NFH0352,SE,2007-11-01T00:00:00,Salford,,E0028378
1800NEH2791,SE,2011-02-09T00:00:00,,DIRECTION AMENDED,E0028562
1800NEH4871,NW,2011-02-09T00:00:00,,,E0028562
1800NEH2942,W,2007-11-01T00:00:00,,,E0028562
1800NEH2792,NW,2007-11-01T00:00:00,,,E0028562
1800NEH2952,W,2007-11-01T00:00:00,,,E0028562
1800NEH2951,NE,2011-02-09T00:00:00,,DIRECTION AMENDED,E0028562
1800NEH2941,SW,2011-02-09T00:00:00,,DIRECTION AMENDED,E0028562
1800SGH0592,NE,2015-10-07T00:00:00,,,E0028708
1800EH03291,SW,2015-07-27T00:00:00,,NAME AMENDED,E0028357
1800EH03301,NE,2007-11-01T00:00:00,,,E0028357
1800NF27341,NW,2007-11-01T00:00:00,,,E0028884
1800SG08491,N,2014-02-14T00:00:00,,INDICATOR AMENDED,E0057819
1800SG08492,SE,2006-01-20T00:00:00,,,E0057819
1800ED27161,W,2007-11-01T00:00:00,,,E0029517
1800ED24801,N,2010-04-19T00:00:00,,INDICATOR AMENDED,E0029517
1800ED08541,NE,2011-02-16T00:00:00,,STOP RELOCATED,E0029517
1800ED24811,S,2007-11-07T00:00:00,,LOCATION AMENDED,E0029517
1800EDH0462,SE,2005-05-24T00:00:00,,,E0029517
1800EDH0461,SE,2007-11-01T00:00:00,,,E0029517
1800SB34281,NW,2007-11-01T00:00:00,,,E0028336
1800SB34271,SE,2007-11-01T00:00:00,,,E0028336
1800WK37031,SW,2007-11-01T00:00:00,,,N0075051
1800SG39461,SW,2014-02-24T00:00:00,,INDICATOR AMENDED,E0029156
1800NC48071,N,2008-04-23T00:00:00,,INDICATOR AMENDED,E0028397
1800SG08251,NW,2014-02-21T00:00:00,,INDICATOR AMENDED,N0074909
1800SG08261,SE,2014-02-21T00:00:00,,INDICATOR AMENDED,N0074909
1800EHH1261,S,2007-11-01T00:00:00,,,N0075006
1800EH07301,S,2010-10-19T00:00:00,,NAME/INDICATOR AMENDED,N0075006
1800NE10191,NE,2013-04-05T00:00:00,,,N0075167
1800WK37702,SW,2006-05-24T00:00:00,,,E0029210
1800WK37701,SW,2007-11-01T00:00:00,,,E0029210
1800WK08791,NE,2014-02-13T00:00:00,,indicator amended,E0029210
1800SJ49151,NW,2007-11-01T00:00:00,,,N0079386
1800SJ49301,SE,2007-11-01T00:00:00,,,N0079386
1800WK04671,E,2014-02-17T00:00:00,,indicator amended,N0075110
1800WK04681,W,2014-02-17T00:00:00,,indicator amended,N0075110
1800EH09701,S,2011-03-09T00:00:00,,INDICATOR AMENDED,E0028789
1800EH09711,N,2011-03-09T00:00:00,,INDICATOR AMENDED,E0028789
1800NE31931,W,2010-04-26T00:00:00,,INDICATOR AMENDED,E0028791
1800NE31921,E,2010-04-26T00:00:00,,INDICATOR AMENDED,E0028791
1800NC41681,N,2010-04-23T00:00:00,,INDICATOR AMENDED,E0029221
1800EH21231,NW,2007-11-01T00:00:00,,,N0077788
1800EH21221,SE,2007-11-01T00:00:00,,,N0077788
1800NC41691,S,2007-11-01T00:00:00,,,E0029221
1800NCH4671,E,2011-01-17T00:00:00,,,E0029221
1800NCH0162,E,2007-11-01T00:00:00,,,E0029221
1800NCH0161,W,2011-01-17T00:00:00,,DIRECTION AMENDED,E0029221
1800SB14151,N,2007-11-01T00:00:00,,,E0028653
1800WKH3291,W,2007-11-01T00:00:00,,,E0028447
1800WKH3281,W,2007-11-01T00:00:00,,,E0028447
1800NEH3841,E,2007-11-01T00:00:00,Rochdale,,N0074956
1800NEH3831,W,2007-11-01T00:00:00,Rochdale,,N0074956
1800NE00991,SW,2007-11-01T00:00:00,Rochdale,,N0074925
1800NE32151,N,2007-11-01T00:00:00,Rochdale,,E0028848
1800NE32141,S,2010-03-10T00:00:00,Rochdale,LOCATION AMENDED,E0028848
1800NEH0592,W,2007-11-01T00:00:00,Rochdale,,E0028848
1800NEH0591,E,2007-11-01T00:00:00,Rochdale,,E0028848
1800EDH1682,W,2007-11-01T00:00:00,,,E0028501
1800EDH1681,W,2011-01-05T00:00:00,,DIRECTION AMENDED,E0028501
1800ED12071,E,2007-11-01T00:00:00,,,E0028501
1800ED12061,W,2010-04-15T00:00:00,,INDICATOR AMENDED,E0028501
1800NE26991,NE,2008-03-26T00:00:00,,INDICATOR AMENDED,N0074906
1800NE26881,S,2007-11-01T00:00:00,,,E0029248
