ACC_INC_TYPE
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
DG LEAKER
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
DG LEAKER
TRESPASSER
CROSSING
CROSSING
EMPLOYEE
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
CROSSING
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN COLLISION
DG LEAKER
DG LEAKER
NON-MAIN-TRACK TRAIN COLLISION
DG LEAKER
DG LEAKER
DG LEAKER
DG LEAKER
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
TRESPASSER
DG LEAKER
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
UNPROTECTED OVERLAP OF AUTHORITIES
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
COLLISION INVOLVING TRACK UNIT
NON-MAIN-TRACK TRAIN COLLISION
CROSSING
CROSSING
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
UNPROTECTED OVERLAP OF AUTHORITIES
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
R/S DAMAGE WITHOUT DERAIL./COLL.
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
EMPLOYEE
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
DERAILMENT INVOLVING TRACK UNIT
NON-MAIN-TRACK TRAIN DERAILMENT
DG LEAKER
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
R/S COLL. WITH OBJECT
MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN COLLISION
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
R/S DAMAGE WITHOUT DERAIL./COLL.
NON-MAIN-TRACK TRAIN COLLISION
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
DG LEAKER
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
COLLISION INVOLVING TRACK UNIT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
TRESPASSER
TRESPASSER
MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
CROSSING
CROSSING
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN COLLISION
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN COLLISION
CROSSING
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK SWITCH IN ABNORMAL POSITION
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
COLLISION INVOLVING TRACK UNIT
MAIN-TRACK TRAIN COLLISION
FIRE
NON-MAIN-TRACK TRAIN DERAILMENT
MOVEMENT EXCEEDS LIMITS OF AUTHORITY
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
FIRE
NON-MAIN-TRACK TRAIN DERAILMENT
NON-MAIN-TRACK TRAIN DERAILMENT
CROSSING
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK SWITCH IN ABNORMAL POSITION
UNPROTECTED OVERLAP OF AUTHORITIES
TRESPASSER
MAIN-TRACK SWITCH IN ABNORMAL POSITION
NON-MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
MAIN-TRACK TRAIN DERAILMENT
DG LEAKER
CROSSING
NON-MAIN-TRACK TRAIN COLLISION
